Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cotton(lint),2020,Autumn,Karnataka,4089.4,6334.97,1815.41,688603.5,940.68,1.55
Dry chillies,2020,Autumn,Karnataka,2384.93,3489.99,1815.41,449474.66,894.36,1.46
Gram,2020,Autumn,Karnataka,9072.92,10528.7,1815.41,1271833.64,4362.39,1.16
Jute,2020,Autumn,Karnataka,9578.73,22310.82,1815.41,1320162.33,2379.71,2.33
Linseed,2020,Autumn,Karnataka,3381.51,6485.22,1815.41,298477.21,1248.97,1.92
Maize,2020,Autumn,Karnataka,329.0,1222.63,1815.41,60629.66,94.56,3.72
Mesta,2020,Autumn,Karnataka,6312.14,9585.35,1815.41,880436.16,2643.47,1.52
Niger seed,2020,Autumn,Karnataka,5080.69,4298.4,1815.41,949135.06,2465.61,0.85
Onion,2020,Autumn,Karnataka,8349.01,11405.82,1815.41,1281058.2,3780.65,1.37
Other Rabi pulses,2020,Autumn,Karnataka,9745.38,16206.71,1815.41,1347218.35,3794.68,1.66
Potato,2020,Autumn,Karnataka,1126.72,64453.12,1815.41,218280.02,551.23,57.2
Rapeseed &Mustard,2020,Autumn,Karnataka,1072.15,2692.02,1815.41,97991.78,281.13,2.51
Rice,2020,Autumn,Karnataka,6444.03,35560.01,1815.41,1093851.18,1600.67,5.52
Sesamum,2020,Autumn,Karnataka,7973.67,18496.0,1815.41,1508946.01,2799.39,2.32
Small millets,2020,Autumn,Karnataka,4793.88,4693.18,1815.41,637043.5,1964.07,0.98
Sugarcane,2020,Autumn,Karnataka,5935.72,376524.68,1815.41,986515.68,2123.05,63.43
Sweet potato,2020,Autumn,Karnataka,1962.01,3871.9,1815.41,165091.32,619.55,1.97
Tapioca,2020,Autumn,Karnataka,2006.6,2120.32,1815.41,249312.26,496.49,1.06
Tobacco,2020,Autumn,Karnataka,4734.73,4543.37,1815.41,535418.43,1504.27,0.96
Turmeric,2020,Autumn,Karnataka,9828.11,10871.44,1815.41,806555.73,4776.4,1.11
Wheat,2020,Autumn,Karnataka,5263.45,15926.5,1815.41,460061.23,1230.91,3.03
Bajra,2020,Autumn,Karnataka,4069.38,4776.02,1815.41,408681.75,1748.26,1.17
Black pepper,2020,Autumn,Karnataka,3630.69,5860.85,1815.41,385709.19,1154.19,1.61
Cardamom,2020,Autumn,Karnataka,4595.57,4396.88,1815.41,564241.95,1874.36,0.96
Coriander,2020,Autumn,Karnataka,9489.29,11890.33,1815.41,1076452.51,2887.61,1.25
Garlic,2020,Autumn,Karnataka,7716.22,6008.53,1815.41,1116823.5,3497.97,0.78
Ginger,2020,Autumn,Karnataka,2671.67,6797.41,1815.41,264096.88,1291.48,2.54
Groundnut,2020,Autumn,Karnataka,6108.13,6067.5,1815.41,1027712.27,2272.27,0.99
Horse-gram,2020,Autumn,Karnataka,7366.42,14827.56,1815.41,770394.62,1999.57,2.01
Jowar,2020,Autumn,Karnataka,489.88,478.57,1815.41,66996.68,222.02,0.98
Ragi,2020,Autumn,Karnataka,4253.9,6605.6,1815.41,527351.32,1990.64,1.55
Cashewnut,2020,Autumn,Karnataka,2430.02,5565.98,1815.41,316330.66,588.23,2.29
Banana,2020,Autumn,Karnataka,2282.11,83633.75,1815.41,430204.59,823.78,36.65
Soyabean,2020,Autumn,Karnataka,5704.79,10241.09,1815.41,864174.74,1587.42,1.8
Barley,2020,Autumn,Karnataka,8928.16,20056.33,1815.41,1523956.72,2263.18,2.25
Khesari,2020,Autumn,Karnataka,6842.41,10947.99,1815.41,945317.93,2828.35,1.6
Masoor,2020,Autumn,Karnataka,507.12,653.6,1815.41,83578.06,173.0,1.29
Moong(Green Gram),2020,Autumn,Karnataka,9471.31,7869.13,1815.41,1144322.58,3405.86,0.83
Other Kharif pulses,2020,Autumn,Karnataka,496.21,643.6,1815.41,62954.25,210.47,1.3
Safflower,2020,Autumn,Karnataka,5570.72,8065.68,1815.41,705483.3,2602.75,1.45
Sannhamp,2020,Autumn,Karnataka,9099.55,11787.52,1815.41,891534.24,3146.59,1.3
Sunflower,2020,Autumn,Karnataka,7874.44,7522.8,1815.41,1090534.03,1651.26,0.96
Urad,2020,Autumn,Karnataka,3354.36,6293.68,1815.41,559781.19,918.07,1.88
Peas & beans (Pulses),2020,Autumn,Karnataka,7609.13,16528.2,1815.41,825032.4,2206.13,2.17
other oilseeds,2020,Autumn,Karnataka,6184.2,8403.35,1815.41,572202.35,2280.94,1.36
Other Cereals,2020,Autumn,Karnataka,7398.38,12873.89,1815.41,702529.3,2439.33,1.74
Cowpea(Lobia),2020,Autumn,Karnataka,8278.74,19332.99,1815.41,906035.6,3735.18,2.34
Oilseeds total,2020,Autumn,Karnataka,1743.75,2281.68,1815.41,249275.41,809.35,1.31
Guar seed,2020,Autumn,Karnataka,7515.9,18312.6,1815.41,1333943.01,2060.5,2.44
Other Summer Pulses,2020,Autumn,Karnataka,9772.77,17516.69,1815.41,794463.01,2818.68,1.79
Moth,2020,Autumn,Karnataka,8813.23,9449.72,1815.41,1651397.7,3871.19,1.07
Arecanut,2020,Summer,Karnataka,629.98,963.48,1815.41,107493.13,154.0,1.53
Arhar/Tur,2020,Summer,Karnataka,6385.29,15824.53,1815.41,536779.35,2406.34,2.48
Castor seed,2020,Summer,Karnataka,611.97,878.45,1815.41,78494.66,287.01,1.44
Cotton(lint),2020,Summer,Karnataka,9831.75,18457.83,1815.41,904279.62,2215.31,1.88
Dry chillies,2020,Summer,Karnataka,3366.74,5751.57,1815.41,577256.74,742.27,1.71
Gram,2020,Summer,Karnataka,4336.62,4359.67,1815.41,764256.59,1886.3,1.01
Jute,2020,Summer,Karnataka,6724.72,13899.24,1815.41,1041490.22,3287.77,2.07
Linseed,2020,Summer,Karnataka,8941.48,19360.73,1815.41,1776187.02,3172.16,2.17
Maize,2020,Summer,Karnataka,8989.85,34230.7,1815.41,734140.63,2701.63,3.81
Mesta,2020,Summer,Karnataka,1838.64,3827.43,1815.41,318249.4,519.01,2.08
Niger seed,2020,Summer,Karnataka,4249.69,11137.61,1815.41,773290.83,1212.06,2.62
Onion,2020,Summer,Karnataka,6344.69,11321.81,1815.41,810590.91,1920.91,1.78
Other Rabi pulses,2020,Summer,Karnataka,4022.7,9767.74,1815.41,723186.95,949.54,2.43
Potato,2020,Summer,Karnataka,2727.73,139405.41,1815.41,447270.76,1090.08,51.11
Rapeseed &Mustard,2020,Summer,Karnataka,2426.77,5245.35,1815.41,329005.02,1073.07,2.16
Rice,2020,Summer,Karnataka,4472.75,20482.59,1815.41,670088.61,1914.62,4.58
Sesamum,2020,Summer,Karnataka,6994.03,11081.21,1815.41,791364.68,2730.6,1.58
Small millets,2020,Summer,Karnataka,6035.66,10175.87,1815.41,816700.1,1438.0,1.69
Sugarcane,2020,Summer,Karnataka,5348.82,174326.71,1815.41,673116.33,1652.35,32.59
Sweet potato,2020,Summer,Karnataka,4990.2,6542.72,1815.41,744954.4,1327.66,1.31
Tapioca,2020,Summer,Karnataka,4428.62,7687.09,1815.41,750279.65,2106.55,1.74
Tobacco,2020,Summer,Karnataka,2524.87,2805.11,1815.41,343532.02,978.23,1.11
Turmeric,2020,Summer,Karnataka,8988.56,19217.55,1815.41,815904.57,4053.51,2.14
Wheat,2020,Summer,Karnataka,3818.59,14336.38,1815.41,333514.22,1324.92,3.75
Bajra,2020,Summer,Karnataka,1541.9,4283.6,1815.41,269336.31,729.03,2.78
Black pepper,2020,Summer,Karnataka,4036.03,10385.34,1815.41,753461.01,1783.48,2.57
Cardamom,2020,Summer,Karnataka,2050.88,3651.16,1815.41,356488.65,929.78,1.78
Coriander,2020,Summer,Karnataka,6144.88,12029.73,1815.41,691633.38,1652.37,1.96
Garlic,2020,Summer,Karnataka,810.96,1247.29,1815.41,123231.92,358.08,1.54
Ginger,2020,Summer,Karnataka,1826.76,3805.23,1815.41,163008.14,819.92,2.08
Groundnut,2020,Summer,Karnataka,8737.28,8292.35,1815.41,1568507.32,2866.43,0.95
Horse-gram,2020,Summer,Karnataka,5686.85,7654.81,1815.41,679732.16,1854.24,1.35
Jowar,2020,Summer,Karnataka,9401.02,8670.8,1815.41,1347061.44,2376.24,0.92
Ragi,2020,Summer,Karnataka,3889.92,5158.81,1815.41,703892.43,1338.46,1.33
Cashewnut,2020,Summer,Karnataka,8205.86,8412.28,1815.41,1468930.39,1930.4,1.03
Banana,2020,Summer,Karnataka,5889.55,260192.48,1815.41,1113365.58,2727.85,44.18
Soyabean,2020,Summer,Karnataka,9741.9,15861.24,1815.41,1929613.16,4779.49,1.63
Barley,2020,Summer,Karnataka,2403.32,4885.48,1815.41,305337.57,1039.57,2.03
Khesari,2020,Summer,Karnataka,8599.36,9777.42,1815.41,1166122.84,2018.4,1.14
Masoor,2020,Summer,Karnataka,1292.93,2863.27,1815.41,154542.57,446.06,2.21
Moong(Green Gram),2020,Summer,Karnataka,573.45,1314.48,1815.41,83871.23,284.11,2.29
Other Kharif pulses,2020,Summer,Karnataka,6301.34,9752.47,1815.41,1104840.82,2288.78,1.55
Safflower,2020,Summer,Karnataka,2608.73,4439.85,1815.41,471485.95,777.28,1.7
Sannhamp,2020,Summer,Karnataka,3249.64,3014.83,1815.41,565634.68,1349.29,0.93
Sunflower,2020,Summer,Karnataka,1125.61,1391.21,1815.41,138988.93,240.39,1.24
Urad,2020,Summer,Karnataka,2584.04,2892.99,1815.41,392245.69,660.43,1.12
Peas & beans (Pulses),2020,Summer,Karnataka,1170.67,2242.89,1815.41,114156.07,425.73,1.92
other oilseeds,2020,Summer,Karnataka,2809.79,7075.04,1815.41,281171.28,1393.52,2.52
Other Cereals,2020,Summer,Karnataka,6119.72,11598.45,1815.41,512718.82,2081.96,1.9
Cowpea(Lobia),2020,Summer,Karnataka,8756.63,21877.47,1815.41,913467.17,3814.7,2.5
Oilseeds total,2020,Summer,Karnataka,938.44,2087.57,1815.41,176833.03,464.57,2.22
Guar seed,2020,Summer,Karnataka,9506.58,8749.46,1815.41,1052070.13,2694.89,0.92
Other Summer Pulses,2020,Summer,Karnataka,8535.51,14108.22,1815.41,852382.02,2176.12,1.65
Moth,2020,Summer,Karnataka,5885.87,6584.44,1815.41,852545.78,1572.71,1.12
Arecanut,2020,Winter,Karnataka,5190.42,5522.98,1815.41,766429.51,2378.66,1.06
Arhar/Tur,2020,Winter,Karnataka,7866.08,9825.8,1815.41,1223255.22,2623.75,1.25
Castor seed,2020,Winter,Karnataka,2720.16,3980.39,1815.41,423855.28,919.36,1.46
Cotton(lint),2020,Winter,Karnataka,9155.24,13137.97,1815.41,892107.79,3174.63,1.44
Dry chillies,2020,Winter,Karnataka,1268.35,3293.89,1815.41,150292.75,445.38,2.6
Gram,2020,Winter,Karnataka,6424.47,10750.39,1815.41,841009.66,2539.67,1.67
Jute,2020,Winter,Karnataka,8625.92,12944.75,1815.41,1027627.35,2038.99,1.5
Linseed,2020,Winter,Karnataka,2212.57,3150.1,1815.41,395224.43,521.47,1.42
Maize,2020,Winter,Karnataka,2598.19,8820.47,1815.41,353754.86,530.21,3.39
Mesta,2020,Winter,Karnataka,2008.88,2665.97,1815.41,205572.92,630.62,1.33
Niger seed,2020,Winter,Karnataka,616.55,723.3,1815.41,73806.43,202.32,1.17
Onion,2020,Winter,Karnataka,9145.49,14526.49,1815.41,765363.5,3233.89,1.59
Other Rabi pulses,2020,Winter,Karnataka,9319.72,11519.69,1815.41,948910.73,3786.82,1.24
Potato,2020,Winter,Karnataka,3225.6,106035.95,1815.41,364815.93,948.43,32.87
Rapeseed &Mustard,2020,Winter,Karnataka,6725.65,14396.22,1815.41,1174423.14,1427.18,2.14
Rice,2020,Winter,Karnataka,9913.64,27701.71,1815.41,1138518.88,3844.35,2.79
Sesamum,2020,Winter,Karnataka,4975.48,4003.08,1815.41,658794.07,1031.62,0.8
Small millets,2020,Winter,Karnataka,8880.24,18226.21,1815.41,1488973.01,4067.04,2.05
Sugarcane,2020,Winter,Karnataka,8017.38,444644.58,1815.41,1168890.38,2492.88,55.46
Sweet potato,2020,Winter,Karnataka,9480.89,10282.2,1815.41,772733.72,3073.22,1.08
Tapioca,2020,Winter,Karnataka,2865.03,3614.88,1815.41,404706.52,968.41,1.26
Tobacco,2020,Winter,Karnataka,9291.0,9752.08,1815.41,1731669.64,4499.67,1.05
Turmeric,2020,Winter,Karnataka,1839.3,2058.51,1815.41,297686.26,558.69,1.12
Wheat,2020,Winter,Karnataka,7056.85,25289.92,1815.41,1340560.37,3272.44,3.58
Bajra,2020,Winter,Karnataka,4552.19,4929.37,1815.41,732213.76,2111.05,1.08
Black pepper,2020,Winter,Karnataka,949.07,883.26,1815.41,135597.39,474.36,0.93
Cardamom,2020,Winter,Karnataka,5486.75,10403.55,1815.41,877154.57,1769.75,1.9
Coriander,2020,Winter,Karnataka,4428.2,7771.61,1815.41,554529.19,2174.76,1.76
Garlic,2020,Winter,Karnataka,7097.18,11452.58,1815.41,976351.76,2984.28,1.61
Ginger,2020,Winter,Karnataka,831.28,1096.86,1815.41,154791.32,241.99,1.32
Groundnut,2020,Winter,Karnataka,1184.66,2002.98,1815.41,211601.41,455.11,1.69
Horse-gram,2020,Winter,Karnataka,1138.86,2042.06,1815.41,150235.51,454.89,1.79
Jowar,2020,Winter,Karnataka,3437.94,7111.1,1815.41,305947.34,1038.71,2.07
Ragi,2020,Winter,Karnataka,372.92,819.65,1815.41,65194.72,160.84,2.2
Cashewnut,2020,Winter,Karnataka,5419.33,12845.2,1815.41,753637.35,1881.11,2.37
Banana,2020,Winter,Karnataka,9448.24,532612.38,1815.41,798930.71,2606.74,56.37
Soyabean,2020,Winter,Karnataka,8568.45,7995.75,1815.41,1254005.58,1962.71,0.93
Barley,2020,Winter,Karnataka,1029.74,1558.49,1815.41,124954.88,219.58,1.51
Khesari,2020,Winter,Karnataka,9963.28,21513.07,1815.41,1321252.59,2017.3,2.16
Masoor,2020,Winter,Karnataka,102.73,110.75,1815.41,18014.11,25.79,1.08
Moong(Green Gram),2020,Winter,Karnataka,3292.16,2905.35,1815.41,558164.77,1462.7,0.88
Other Kharif pulses,2020,Winter,Karnataka,7807.75,19388.13,1815.41,1432982.12,2421.74,2.48
Safflower,2020,Winter,Karnataka,7499.17,9512.96,1815.41,790755.39,2280.86,1.27
Sannhamp,2020,Winter,Karnataka,8369.95,10268.0,1815.41,1640722.11,3167.65,1.23
Sunflower,2020,Winter,Karnataka,4792.96,5339.18,1815.41,388496.86,1491.01,1.11
Urad,2020,Winter,Karnataka,1081.82,2181.69,1815.41,147378.92,340.37,2.02
Peas & beans (Pulses),2020,Winter,Karnataka,1891.78,2179.8,1815.41,195197.88,589.31,1.15
other oilseeds,2020,Winter,Karnataka,8850.07,8434.27,1815.41,1636867.73,4098.81,0.95
Other Cereals,2020,Winter,Karnataka,6062.99,5763.96,1815.41,750678.65,1469.16,0.95
Cowpea(Lobia),2020,Winter,Karnataka,5767.81,4912.91,1815.41,950420.26,1403.35,0.85
Oilseeds total,2020,Winter,Karnataka,1430.46,3505.85,1815.41,216024.05,512.59,2.45
Guar seed,2020,Winter,Karnataka,5378.61,6273.22,1815.41,475971.49,1190.43,1.17
Other Summer Pulses,2020,Winter,Karnataka,2481.04,5500.97,1815.41,237641.6,1228.12,2.22
Moth,2020,Winter,Karnataka,2029.18,3868.19,1815.41,294462.88,567.04,1.91
Arecanut,2020,Whole Year,Kerala,1418.53,2700.91,3693.81,245786.04,675.28,1.9
Arhar/Tur,2020,Whole Year,Kerala,1694.17,2020.63,3693.81,202193.83,537.73,1.19
Castor seed,2020,Whole Year,Kerala,9905.34,16524.92,3693.81,892611.59,3145.08,1.67
Cotton(lint),2020,Whole Year,Kerala,6167.04,10907.22,3693.81,712808.24,2296.31,1.77
Dry chillies,2020,Whole Year,Kerala,3305.1,5039.02,3693.81,312210.37,907.14,1.52
Gram,2020,Whole Year,Kerala,3252.13,5388.47,3693.81,304487.62,812.45,1.66
Jute,2020,Whole Year,Kerala,8021.46,16762.96,3693.81,698840.03,2043.42,2.09
Linseed,2020,Whole Year,Kerala,3321.54,3825.08,3693.81,416230.3,1195.96,1.15
Maize,2020,Whole Year,Kerala,3307.62,14237.83,3693.81,365001.04,966.52,4.3
Mesta,2020,Whole Year,Kerala,8479.99,20911.44,3693.81,1478372.71,4157.79,2.47
Niger seed,2020,Whole Year,Kerala,6484.17,15303.84,3693.81,687562.53,2515.91,2.36
Onion,2020,Whole Year,Kerala,8179.66,10133.62,3693.81,1287899.36,2385.8,1.24
Other Rabi pulses,2020,Whole Year,Kerala,5117.2,9142.78,3693.81,570596.83,1814.09,1.79
Potato,2020,Whole Year,Kerala,4760.34,247922.33,3693.81,490948.74,1059.86,52.08
Rapeseed &Mustard,2020,Whole Year,Kerala,3483.12,4629.28,3693.81,502045.46,814.52,1.33
Rice,2020,Whole Year,Kerala,7317.09,25574.22,3693.81,694832.86,2983.76,3.5
Sesamum,2020,Whole Year,Kerala,7922.85,12646.32,3693.81,801131.73,2490.42,1.6
Small millets,2020,Whole Year,Kerala,3608.72,5373.67,3693.81,455603.76,1754.86,1.49
Sugarcane,2020,Whole Year,Kerala,4841.14,270069.6,3693.81,553281.15,1081.09,55.79
Sweet potato,2020,Whole Year,Kerala,8241.7,9246.87,3693.81,1006445.34,2260.44,1.12
Tapioca,2020,Whole Year,Kerala,1769.02,3139.09,3693.81,260824.11,776.44,1.77
Tobacco,2020,Whole Year,Kerala,2379.52,4714.94,3693.81,349148.07,543.27,1.98
Turmeric,2020,Whole Year,Kerala,5399.21,6249.97,3693.81,546414.79,1673.87,1.16
Wheat,2020,Whole Year,Kerala,6908.75,23520.58,3693.81,734182.55,1392.55,3.4
Bajra,2020,Whole Year,Kerala,7312.71,13596.57,3693.81,948373.71,2310.18,1.86
Black pepper,2020,Whole Year,Kerala,5978.34,11853.34,3693.81,1168951.77,1245.28,1.98
Cardamom,2020,Whole Year,Kerala,9088.33,8592.03,3693.81,1572220.96,3881.68,0.95
Coriander,2020,Whole Year,Kerala,2797.44,4044.62,3693.81,496030.1,909.18,1.45
Garlic,2020,Whole Year,Kerala,105.24,155.09,3693.81,13495.09,23.55,1.47
Ginger,2020,Whole Year,Kerala,6723.1,15100.87,3693.81,970435.59,3330.87,2.25
Groundnut,2020,Whole Year,Kerala,1429.83,3081.9,3693.81,202494.05,581.79,2.16
Horse-gram,2020,Whole Year,Kerala,9867.28,18241.37,3693.81,1673106.41,2253.29,1.85
Jowar,2020,Whole Year,Kerala,6924.55,10369.42,3693.81,1071055.09,3127.63,1.5
Ragi,2020,Whole Year,Kerala,492.9,481.77,3693.81,69781.82,192.59,0.98
Cashewnut,2020,Whole Year,Kerala,9938.25,17060.05,3693.81,1282693.11,3000.61,1.72
Banana,2020,Whole Year,Kerala,3465.95,122462.35,3693.81,674114.27,1367.98,35.33
Soyabean,2020,Whole Year,Kerala,1265.66,2112.7,3693.81,220256.18,500.32,1.67
Barley,2020,Whole Year,Kerala,9799.81,9116.53,3693.81,1959616.98,3123.07,0.93
Khesari,2020,Whole Year,Kerala,2760.11,3723.63,3693.81,234108.63,772.21,1.35
Masoor,2020,Whole Year,Kerala,1042.47,1987.08,3693.81,169262.55,507.61,1.91
Moong(Green Gram),2020,Whole Year,Kerala,648.46,1201.12,3693.81,128059.17,317.25,1.85
Other Kharif pulses,2020,Whole Year,Kerala,4900.49,5835.44,3693.81,767985.01,1115.17,1.19
Safflower,2020,Whole Year,Kerala,116.0,178.81,3693.81,10213.0,52.92,1.54
Sannhamp,2020,Whole Year,Kerala,5334.42,10792.67,3693.81,530821.83,1113.64,2.02
Sunflower,2020,Whole Year,Kerala,3757.65,5808.44,3693.81,592567.37,1857.45,1.55
Urad,2020,Whole Year,Kerala,6579.88,8108.53,3693.81,713702.23,3199.68,1.23
Peas & beans (Pulses),2020,Whole Year,Kerala,2602.29,5281.33,3693.81,502167.0,1213.59,2.03
other oilseeds,2020,Whole Year,Kerala,191.67,221.88,3693.81,27912.94,64.83,1.16
Other Cereals,2020,Whole Year,Kerala,4691.82,10155.04,3693.81,788154.92,2274.5,2.16
Cowpea(Lobia),2020,Whole Year,Kerala,8497.68,6765.86,3693.81,1474536.71,1978.84,0.8
Oilseeds total,2020,Whole Year,Kerala,252.09,459.25,3693.81,21532.27,103.99,1.82
Guar seed,2020,Whole Year,Kerala,3205.36,4565.95,3693.81,511168.61,1535.53,1.42
Other Summer Pulses,2020,Whole Year,Kerala,8982.58,9783.5,3693.81,1355089.69,2321.79,1.09
Moth,2020,Whole Year,Kerala,8058.87,14317.85,3693.81,867930.87,2219.16,1.78
Cotton(lint),2020,Kharif,Kerala,9884.3,9993.4,3693.81,1239367.84,4853.17,1.01
Maize,2020,Kharif,Kerala,4357.59,24873.74,3693.81,488320.03,1388.5,5.71
Rice,2020,Kharif,Kerala,898.92,5241.96,3693.81,140309.84,355.81,5.83
Groundnut,2020,Kharif,Kerala,4609.66,7881.91,3693.81,843542.69,1722.98,1.71
Soyabean,2020,Kharif,Kerala,6805.26,14543.29,3693.81,1163178.04,2643.0,2.14
Gram,2020,Rabi,Kerala,4473.12,10003.33,3693.81,653321.08,2091.41,2.24
Potato,2020,Rabi,Kerala,9610.83,734713.1,3693.81,1563333.01,1969.32,76.45
Rapeseed &Mustard,2020,Rabi,Kerala,9433.07,9470.92,3693.81,980322.22,3678.21,1.0
Wheat,2020,Rabi,Kerala,2377.46,7631.85,3693.81,418817.92,755.4,3.21
Arecanut,2020,Autumn,Kerala,4780.15,8792.97,3693.81,856061.65,1221.5,1.84
Arhar/Tur,2020,Autumn,Kerala,1693.23,2211.65,3693.81,318184.83,786.34,1.31
Castor seed,2020,Autumn,Kerala,4967.38,4311.15,3693.81,691993.61,1490.5,0.87
Cotton(lint),2020,Autumn,Kerala,7453.14,17688.14,3693.81,1182289.95,1825.13,2.37
Dry chillies,2020,Autumn,Kerala,238.57,339.43,3693.81,27072.62,89.6,1.42
Gram,2020,Autumn,Kerala,6262.38,6936.03,3693.81,598482.45,1883.7,1.11
Jute,2020,Autumn,Kerala,7144.26,10781.96,3693.81,1139962.57,3153.51,1.51
Linseed,2020,Autumn,Kerala,2885.96,7014.58,3693.81,418706.14,757.38,2.43
Maize,2020,Autumn,Kerala,1563.51,7629.81,3693.81,286155.51,580.25,4.88
Mesta,2020,Autumn,Kerala,6268.54,9845.08,3693.81,1026460.39,1904.5,1.57
Niger seed,2020,Autumn,Kerala,6689.72,10727.35,3693.81,651923.53,2528.95,1.6
Onion,2020,Autumn,Kerala,5715.63,10562.6,3693.81,673671.13,2117.51,1.85
Other Rabi pulses,2020,Autumn,Kerala,473.3,421.91,3693.81,68027.39,127.03,0.89
Potato,2020,Autumn,Kerala,5724.29,209441.66,3693.81,559342.35,2797.31,36.59
Rapeseed &Mustard,2020,Autumn,Kerala,5061.65,13374.7,3693.81,900336.75,1814.78,2.64
Rice,2020,Autumn,Kerala,2304.77,6658.85,3693.81,378129.47,942.59,2.89
Sesamum,2020,Autumn,Kerala,9080.44,18399.81,3693.81,793308.15,2937.3,2.03
Small millets,2020,Autumn,Kerala,4274.69,5802.09,3693.81,602716.57,1862.61,1.36
Sugarcane,2020,Autumn,Kerala,665.21,23678.12,3693.81,92484.03,279.12,35.59
Sweet potato,2020,Autumn,Kerala,5372.62,4530.52,3693.81,529139.28,2517.59,0.84
Tapioca,2020,Autumn,Kerala,2886.97,5276.33,3693.81,256963.94,726.69,1.83
Tobacco,2020,Autumn,Kerala,6805.89,5257.54,3693.81,851050.72,1569.81,0.77
Turmeric,2020,Autumn,Kerala,2380.16,5856.57,3693.81,462274.9,1067.79,2.46
Wheat,2020,Autumn,Kerala,1538.24,6100.49,3693.81,186609.83,322.61,3.97
Bajra,2020,Autumn,Kerala,6449.71,9359.11,3693.81,684882.5,1614.58,1.45
Black pepper,2020,Autumn,Kerala,1145.2,2688.06,3693.81,119506.07,456.55,2.35
Cardamom,2020,Autumn,Kerala,1020.77,1062.74,3693.81,138669.38,476.58,1.04
Coriander,2020,Autumn,Kerala,2969.91,4263.11,3693.81,465252.0,1375.81,1.44
Garlic,2020,Autumn,Kerala,6292.78,6514.31,3693.81,766032.28,2096.28,1.04
Ginger,2020,Autumn,Kerala,7016.8,11471.51,3693.81,804398.82,3354.6,1.63
Groundnut,2020,Autumn,Kerala,2763.73,4751.89,3693.81,471779.2,941.63,1.72
Horse-gram,2020,Autumn,Kerala,7865.75,15427.91,3693.81,1446524.44,3002.35,1.96
Jowar,2020,Autumn,Kerala,4157.81,5196.49,3693.81,449408.42,1280.61,1.25
Ragi,2020,Autumn,Kerala,8915.55,12626.6,3693.81,1299815.56,3582.2,1.42
Cashewnut,2020,Autumn,Kerala,927.04,1306.51,3693.81,118236.05,336.7,1.41
Banana,2020,Autumn,Kerala,1218.98,56389.26,3693.81,200950.16,317.02,46.26
Soyabean,2020,Autumn,Kerala,3255.02,6096.08,3693.81,543805.03,1360.37,1.87
Barley,2020,Autumn,Kerala,4270.45,7251.13,3693.81,542061.07,1347.97,1.7
Khesari,2020,Autumn,Kerala,2543.81,2896.25,3693.81,412075.76,1035.75,1.14
Masoor,2020,Autumn,Kerala,7461.06,14855.4,3693.81,1113588.51,3517.67,1.99
Moong(Green Gram),2020,Autumn,Kerala,2740.74,3262.82,3693.81,312046.72,1325.42,1.19
Other Kharif pulses,2020,Autumn,Kerala,1721.14,3317.2,3693.81,168887.8,464.18,1.93
Safflower,2020,Autumn,Kerala,8747.74,15442.08,3693.81,1096815.15,3206.93,1.77
Sannhamp,2020,Autumn,Kerala,4696.43,8975.38,3693.81,811064.99,2022.26,1.91
Sunflower,2020,Autumn,Kerala,8879.72,14077.36,3693.81,906177.92,2409.78,1.59
Urad,2020,Autumn,Kerala,4047.2,8002.56,3693.81,526362.12,1370.79,1.98
Peas & beans (Pulses),2020,Autumn,Kerala,7343.5,9117.33,3693.81,1030690.49,3061.64,1.24
other oilseeds,2020,Autumn,Kerala,1612.43,2529.44,3693.81,142712.81,676.98,1.57
Other Cereals,2020,Autumn,Kerala,4094.59,3378.17,3693.81,775083.74,1526.55,0.83
Cowpea(Lobia),2020,Autumn,Kerala,4555.19,11852.96,3693.81,679274.04,1705.78,2.6
Oilseeds total,2020,Autumn,Kerala,1652.7,3955.51,3693.81,140447.02,554.59,2.39
Guar seed,2020,Autumn,Kerala,7531.0,11652.41,3693.81,1410815.56,2213.66,1.55
Other Summer Pulses,2020,Autumn,Kerala,6907.8,8506.58,3693.81,728788.58,1432.74,1.23
Moth,2020,Autumn,Kerala,9706.1,8767.59,3693.81,951765.61,4351.7,0.9
Arecanut,2020,Summer,Kerala,2166.19,2049.67,3693.81,209430.49,522.35,0.95
Arhar/Tur,2020,Summer,Kerala,9805.34,17064.99,3693.81,904861.73,3634.35,1.74
Castor seed,2020,Summer,Kerala,8998.74,16386.05,3693.81,731534.21,4210.09,1.82
Cotton(lint),2020,Summer,Kerala,1413.17,1918.31,3693.81,205681.03,646.2,1.36
Dry chillies,2020,Summer,Kerala,7065.43,8801.56,3693.81,1333586.19,3156.81,1.25
Gram,2020,Summer,Kerala,3934.65,3322.87,3693.81,454111.0,1097.16,0.84
Jute,2020,Summer,Kerala,2027.04,3328.93,3693.81,369919.14,703.01,1.64
Linseed,2020,Summer,Kerala,9405.18,10021.0,3693.81,1825284.22,2727.24,1.07
Maize,2020,Summer,Kerala,713.2,2351.64,3693.81,102185.38,163.53,3.3
Mesta,2020,Summer,Kerala,2718.75,2331.21,3693.81,393964.76,1077.63,0.86
Niger seed,2020,Summer,Kerala,1875.3,2268.98,3693.81,299443.87,930.2,1.21
Onion,2020,Summer,Kerala,5252.02,7104.69,3693.81,518250.5,2251.91,1.35
